1,guangzhou/2/000000000325.png,1,"-1.1610516,1.4922186,-0.9153046,-2.7226915,-0.9899697,5.75738,-0.5639282,0.4378536,1.0103883,-1.6165365,-0.97353977,-0.89605045,0.5802031,2.5864294,-1.3418776"
1,guangzhou/11/000000000095.png,9,"0.35721055,-0.2448268,0.005701652,-1.1399747,-1.0498796,-0.8486615,-0.23399386,0.1416566,-0.581687,7.464817,-1.2514641,-0.6116631,-0.83522135,-0.03575599,0.042179868"
1,guangzhou/2/000000000326.png,1,"-0.7509699,4.348076,-1.0142674,-1.8870406,-2.3862822,6.3502264,-2.6245623,1.2741573,0.4617444,-1.4849768,-2.032516,-1.0133702,-1.4799861,4.5971804,-0.33776793"
1,guangzhou/1/000000002324.png,0,"6.342106,-0.8493146,0.016024604,6.301053,0.43965515,-2.6518307,-1.3564683,0.63681453,-0.21470287,-1.282195,-1.5218639,-1.4078286,-3.7984066,-0.6751111,-0.54225093"
1,guangzhou/5/000000001385.png,4,"-0.4864782,2.381112,-1.7822976,8.435088,3.0159273,-1.5678661,-1.2646794,0.03690181,-1.3213792,-2.1935701,-1.8565767,-2.125152,-1.4676545,-1.2048279,-0.6914437"
1,guangzhou/14/000000002306.png,12,"0.25168258,-0.42347297,-1.089855,-0.82650304,-2.6677856,-1.4077718,-0.4762595,-0.91810715,-0.50267327,1.4245981,2.176192,5.5343275,0.18013626,-0.9142686,-0.8677685"
1,guangzhou/4/000000001913.png,3,"7.523375,-0.13405731,-0.659301,0.6190653,0.84310895,-4.302732,-3.2113187,-0.272741,0.9798972,-0.7816474,0.40564746,-0.44934022,-1.825896,0.5227842,-2.0275726"
1,guangzhou/15/000000002697.png,13,"0.94629985,-1.037035,-0.47616762,-2.2695801,-1.6568378,-1.6975063,0.15048161,0.118703894,0.36851645,-0.8051056,2.089171,1.3999499,-2.229249,5.5854917,-1.3378267"
1,guangzhou/11/000000000996.png,9,"-1.3763433,-1.5483761,-0.7709157,0.4970281,-0.0674734,-2.6131878,-1.8525704,-0.8443086,-0.69983214,3.4541366,7.8730707,-1.0318223,-0.8109328,-1.2455779,-1.1424131"
1,guangzhou/14/000000002442.png,12,"0.3905486,-0.012810517,-0.37979695,-0.43555042,-1.106606,-0.90262395,-0.17093539,0.36503026,-0.04191186,8.432829,-2.101382,-0.6862246,-1.0471632,-0.6793125,-0.3551033"
1,guangzhou/11/000000000057.png,9,"0.3382651,-0.8142743,0.1892043,-0.31322786,-0.9264344,-0.8167185,0.18886471,0.099658154,-0.45054498,7.857412,-2.2330608,-0.20747535,-0.9529046,-0.7675154,-0.26239738"
1,guangzhou/5/000000000155.png,4,"-2.1547916,-1.372432,-0.99912304,-4.0994163,7.1112423,0.43330905,-1.4684741,0.7449448,0.11455779,-1.3962036,2.583713,-0.005249072,3.0674744,-0.3778398,-2.156614"
1,guangzhou/5/000000001387.png,4,"2.425209,10.2094,-3.0934682,-0.92384565,-3.1969929,-3.1782274,-1.044999,0.00083903223,0.7579043,-1.7382014,-1.5808556,-0.2685885,0.2683526,-0.48954928,-0.43322712"
1,guangzhou/15/000000001200.png,13,"-0.27856883,1.9213282,-1.8445585,-0.1672884,-2.67338,-3.9351745,1.9534501,-0.63944393,-2.4242523,-0.4096526,-0.2716294,-0.22880198,1.2892351,8.594719,-1.9151077"
1,guangzhou/17/000000002768.png,14,"0.50635266,0.5143677,-0.7731157,-0.4349558,-1.5261359,-0.88731164,-0.1041166,-0.2845253,-0.15086105,-1.6884953,1.6148098,-0.03697981,-1.2646315,1.0014102,5.910283"
1,guangzhou/17/000000002735.png,14,"-0.09810776,0.017610224,0.04840187,-0.1535948,-1.3839644,-0.8660208,-0.11920569,-0.29181936,-0.8993216,-0.45688725,-1.4254862,0.8829056,-0.74667335,-0.09992351,6.5876403"
1,guangzhou/4/000000001685.png,3,"9.212153,0.12487692,-0.24538705,-0.111022845,-3.4030693,-3.1808758,-1.3555803,0.21237147,-0.56577617,-1.3523033,0.53233486,0.3952211,-0.32951894,0.9928299,-0.9436423"
1,guangzhou/2/000000000424.png,1,"-0.6972534,3.6768117,-0.14131555,-1.2616187,-1.2411493,4.8262773,0.17345223,0.62588364,-0.46730176,-0.117608815,-1.2844841,0.4581991,-0.7839998,-1.0898223,-1.0868102"
1,guangzhou/15/000000000230.png,13,"0.24642348,-1.169544,-1.5085853,-0.048889145,-2.547045,-0.66375387,-1.8420551,0.18491116,2.7415442,-1.6559937,-0.18097237,-0.5373513,-1.050702,9.80112,-1.976414"
1,guangzhou/4/000000002104.png,3,"4.5443454,-0.015476821,-1.2600789,6.2702737,0.25902644,-4.0631156,-2.1893134,-0.2491233,-1.0319878,-0.1751733,-0.1269974,-0.47437587,-2.3805087,-0.93092704,-0.53765714"
1,guangzhou/13/000000002490.png,11,"-0.37741747,-1.4639881,0.3052492,0.7918049,-0.91036135,-1.4345437,-0.7724533,-0.4254318,-1.5453504,5.7138314,2.0124564,0.036993388,-0.2728443,-0.8388423,-1.5986217"
1,guangzhou/1/000000001828.png,0,"5.5420456,0.3719864,-1.8011762,3.133086,0.81698,-2.9595392,-3.5308776,-0.4847701,0.902668,0.41453233,-0.7924163,-1.8646181,1.0053802,-2.351335,-1.1536435"
1,guangzhou/1/000000001368.png,0,"-0.19889258,1.8000064,-1.1113789,8.979882,-2.860744,-1.3849033,-1.03271,0.20780739,1.0277369,-1.2527641,-1.6596875,0.65606624,-1.1554826,0.16866933,-1.2675273"
1,guangzhou/17/000000002740.png,14,"-0.85906416,-0.07152184,0.18522531,0.012474902,-0.5633541,-0.7901087,-0.16853908,-0.36527857,-0.5012277,-0.5927642,-0.93994963,-0.3241109,-1.1225101,0.01650551,7.3727407"
1,guangzhou/8/000000000906.png,6,"-0.5160542,-1.984834,-0.2043466,-0.40926322,-1.3673453,-1.9552517,2.4140534,0.012285396,1.3823768,-1.0090404,-0.42538685,4.1399493,2.1939409,-2.617117,-1.9209888"
1,guangzhou/14/000000002314.png,12,"-1.047736,-0.73889464,-1.0978483,-3.1559608,0.26907444,2.3361344,-0.9899242,0.15623578,-1.2539115,0.10692767,-0.77816725,9.025306,0.2715774,-0.1402914,-0.87123615"
1,guangzhou/1/000000000659.png,0,"0.50868917,0.5578561,-1.0003545,7.187682,0.92687696,-0.97181726,-1.0327064,-0.62795484,-1.0012563,-1.3594955,-0.97719246,-0.89491266,-0.88252157,-1.9981114,-0.2077508"
1,guangzhou/11/000000000002.png,9,"0.14124367,-0.6853867,0.21355906,-0.31707895,-1.2268685,-0.7919875,-0.053988583,0.22438648,-0.6352109,7.8222694,-1.9216701,-0.3312004,-1.0227817,-0.3871534,-0.32082257"
1,guangzhou/3/000000000829.png,2,"-0.45742857,0.76796037,6.2759347,-0.76914775,-2.1448417,0.07328497,-0.38414803,-0.1470437,-0.70126694,-0.21680792,0.019344328,1.2781492,-2.2128448,-0.34383237,0.24927117"
1,guangzhou/8/000000002537.png,6,"-1.5382909,1.237169,0.64031553,-1.701773,-1.5072802,-2.5393052,4.879946,-0.050228365,0.088212594,-0.4127889,-1.7223318,1.0665678,-1.1602199,3.3493252,-0.69970286"
1,guangzhou/5/000000000291.png,4,"3.795969,0.38241434,-1.1937971,-1.0472127,1.9246435,-1.451564,-0.7308519,-0.4464961,0.0864224,-0.94127196,0.26036227,-1.4876676,2.7540307,-0.71130127,-1.8166585"
1,guangzhou/1/000000001061.png,0,"-2.5023224,-2.370897,-1.5800892,-0.8621235,10.504836,2.9486485,-0.84397686,0.5240543,-0.26957247,-1.2198406,0.2102609,-0.7669047,-1.3137512,-0.90989774,-1.331806"
1,guangzhou/15/000000001197.png,13,"0.038084224,0.86571866,-1.2460006,-1.7689065,1.1655337,-1.8546737,-1.4263197,-0.5165406,-1.6658231,0.20480295,0.6266892,-0.6279427,1.930888,5.0786514,-1.7180895"
1,guangzhou/11/000000000004.png,9,"0.5839889,-0.6014041,0.109078355,0.057384506,-1.3547426,-0.96664196,0.080591075,0.3062584,-0.5387564,7.459589,-2.6844954,0.052606184,-0.75863975,-0.324139,-0.07611328"
1,guangzhou/1/000000000456.png,0,"7.817319,-0.47654447,-0.6455808,3.593295,-1.7554531,-2.1443427,-2.0722456,-0.2265667,-1.2627264,-0.59778196,-0.8638576,-0.6863054,-0.9827932,-1.5127885,-0.17589648"
1,guangzhou/8/000000002113.png,6,"0.080540515,1.8224306,-0.1234181,0.11502321,-1.9730127,-3.0372252,6.7962155,-0.5640117,-1.0403805,-0.3399337,-1.7442639,2.1663845,-0.36380708,-2.028446,0.036310643"
1,guangzhou/4/000000002095.png,3,"7.0151973,-0.7041484,-1.8525109,-2.4148364,-1.9024197,-2.9645383,-2.102468,-0.57344687,1.1516174,-0.2712079,1.3557886,-1.6580608,1.7278548,0.27038473,-0.14412203"
1,guangzhou/15/000000001201.png,13,"0.37393075,0.9147676,-2.1565661,-2.5230284,-1.1225744,-0.51155883,-0.64172626,-0.7876057,-2.437695,-0.7736517,2.35921,1.3987147,0.15271151,5.6884003,-0.86232615"
1,guangzhou/14/000000002470.png,12,"-0.55578804,-0.48524237,-1.1455836,-0.6304195,-1.045881,-1.6069262,-0.6777569,-0.6538355,0.16306831,4.1651497,4.4506774,1.2489432,-3.1753604,0.9461,-1.0218803"
1,guangzhou/5/000000002671.png,4,"0.35424387,10.557376,-1.7926004,-2.5962894,-1.3472352,-3.510489,-1.2293367,-0.14396235,-0.3209683,-1.5160954,-1.5138255,-1.3622245,3.9436586,-1.5455241,-0.9420933"
1,guangzhou/8/000000001256.png,6,"-0.32408136,2.5164337,-0.016149431,0.28808174,-2.995303,-1.4942976,7.158972,-0.3701858,-0.12933034,0.00251438,-2.4410882,-1.3216051,0.07224927,0.45995754,-1.0182202"
1,guangzhou/15/000000000219.png,13,"1.1995791,-0.4943369,-2.10451,-0.8440368,1.2322993,1.6831472,-1.0839666,0.21088332,2.3135958,-1.6150323,-1.585221,-1.3870836,-1.4656427,6.4321136,-1.3107182"
1,guangzhou/2/000000001320.png,1,"-1.0400593,12.436842,-1.0822697,-2.3891335,-4.367517,2.8547213,2.1107357,0.46495256,-0.4565318,-0.73418283,-3.0952022,-1.0818144,-0.25336018,-3.5096712,-1.3282251"
1,guangzhou/4/000000001756.png,3,"1.1378493,-0.4615317,-0.85191727,6.0844054,-1.0633347,-1.7007335,-0.49266264,-0.98036015,-1.3140925,-0.9088024,-2.032462,-0.30607587,0.7496204,-0.9772767,-0.86692995"
