1,guangzhou_source/2/328.png,1,"-1.2131335,1.5619653,3.226144,0.12235132,-1.939432,-1.0219846,2.7164667,-0.15469186,-0.026878932,-0.8506744,0.25991356,0.32368913,-1.5705805,0.8186652,-0.55137783"
1,guangzhou_source/2/366.png,1,"-0.85672545,7.0308056,2.5922134,-1.7331207,-1.0379679,0.20078805,-1.3501471,0.29134485,-1.0205452,-1.2251515,-1.0054518,-0.31954306,-0.25601134,-0.34659538,-0.6342264"
1,guangzhou_source/10/37.png,8,"-0.35372794,-1.4449385,-1.12857,-0.29021877,-0.9434431,-0.48558143,8.1756,0.5726805,-0.4278047,-0.6682891,-0.6494161,-0.5660243,-1.4674155,-0.17072693,-0.6032777"
1,guangzhou_source/3/175.png,2,"-0.7730769,-0.25700998,7.0149307,-0.90503305,-1.5442013,-0.4262988,-2.3804708,-0.08245318,0.1854527,0.41357583,-0.74620616,-0.22526596,0.36671957,-0.9974145,0.34904203"
1,guangzhou_source/13/40.png,11,"-0.28166154,-0.7160874,-1.0003941,-1.0264854,-1.0429405,-0.6652311,-0.8015819,-1.1680982,-0.96821225,0.47282282,1.5490847,-1.3516462,5.771116,-1.7612355,1.1529375"
1,guangzhou_source/8/373.png,6,"-1.5246943,-0.99501395,0.66558063,0.040639635,-1.1366527,-0.77489525,7.601399,-0.29506564,-1.2510127,0.4928253,-0.4339065,-0.24238347,-0.18526405,-1.8307331,-0.5978333"
1,guangzhou_source/1/517.png,0,"-1.6279802,-0.7587168,-1.0980936,9.805353,-0.9386353,0.49224934,-1.6573995,-0.6163657,-1.3714622,-0.15852183,-1.1047883,0.45761257,-0.663924,2.4955213,-0.29773068"
1,guangzhou_source/10/144.png,8,"-0.9778239,0.22242871,-0.16500956,-2.0865023,-1.5074477,-1.1052492,-1.0934043,0.24537894,7.5473275,-2.218024,0.69626623,0.55058354,-1.216442,0.28189597,-1.2819663"
1,guangzhou_source/2/325.png,1,"0.7947064,4.8088384,-1.2886373,0.25080195,2.2754877,0.9100618,0.80397004,0.83812666,-0.23979418,-2.1401772,-1.1817387,-0.5773083,-1.2139788,-0.2985368,-2.328006"
1,guangzhou_source/17/5.png,14,"-2.46008,-0.8988728,1.5693378,-1.4533086,-2.18326,2.3612125,-1.1606067,6.19812,-0.693463,-1.3641467,-1.641144,-0.016198456,-0.2563668,3.1749072,1.3145236"
